id,texto,numero,id_capitulo
41,"Conseguia ver a chave claramente através do vidro da mesa. Tentou escalar, mas as pernas do móvel eram muito escorregadias. Quando se cansou de tentar, a pobrezinha sentou e chorou. — Vamos lá, chorar assim não adianta de nada! — ela disse, severa consigo mesma. — Eu te aconselho a ir embora neste minuto! — Ela geralmente dava ótimos conselhos a si mesma (apesar de raramente segui-los). Às vezes, Alice se repreendia de maneira tão dura que chorava. Uma vez, tentou dar um tapa na própria orelha por ter trapaceado em uma partida de croqué que jogava contra si mesma. Vejam só: essa interessante criança adorava fingir ser duas pessoas. “Mas agora de nada adianta fingir ser duas pessoas”, pensou a pobre Alice. “Não sobrou de mim sequer o suficiente para fazer uma pessoa respeitável!”",15,1
42,"Logo seus olhos pousaram sobre uma caixinha de vidro que estava debaixo da mesa. Ela a abriu e encontrou um bolo bem pequenino, no qual a palavra coma-me estava lindamente escrita com groselha. — Bem, eu vou comer — ela disse. — Se crescer, alcanço a chave; se encolher, rastejo por debaixo da porta. Então, entrarei no jardim de qualquer maneira, nem ligo para qual forma será!",15,1
43,"Comeu um pedacinho e ansiosamente aguardou com a mão sobre a cabeça para sentir se crescia ou diminuía. Ficou bem surpresa ao notar que permanecia do mesmo tamanho. É o que geralmente acontece com quem come bolo, mas Alice já estava tão habituada a esperar acontecimentos bizarros que parecia bem estúpido ver a vida acontecer do jeito normal.",16,1
44,"Então, ela se lançou ao trabalho e, rapidinho, comeu todo o bolo. * * * * *",16,1
45,"maior luneta do mundo! Adeus, pés!",17,2
46,"Quando olhou para baixo, eles pareciam quase fora do seu campo de visão, de tão distantes. — Oh, pobres pezinhos! Quem colocará meias e sapatos em vocês agora, meus queridos? Eu que não vou, pois estarei longe demais para me preocupar. É melhor se virarem como conseguirem. Se bem que preciso ser boazinha com eles — ponderou Alice. — Ou poderão não andar para o lado que eu quiser.",17,2
47,"Deixe-me ver: ah, já sei! Todo Natal vou presenteá-los com um novo par de sapatos!",17,2
48,"E seguiu planejando como resolveria o problema. — Precisarei enviar pelo correio. Será muito engraçado: mandar um presente para meus próprios pés! O endereçamento vai ficar muito esquisito!",17,2
49,"Ao Digníssimo Pé Direito.",17,2
50,"Tapete, perto da Lareira (com amor, Alice). — Céus, que absurdo estou falando!",17,2
51,"Justamente nessa hora ela bateu com a cabeça no teto do salão:",18,2
52,"Alice agora tinha três metros. Em um instante, agarrou a chavezinha dourada e se apressou na direção do jardim.",18,2
53,"Pobre Alice! Tudo o que ela podia fazer era deitar-se de lado para olhar o jardim com um dos olhos. Atravessar a porta estava mais difícil que nunca! Sentou e voltou a chorar. — Você deveria se envergonhar! — ela disse. — Uma menina grande como você chorar assim! Pare agora, estou mandando!",18,2
54,"Mas continuou do mesmo jeito, derramando galões de lágrimas até formar uma piscina ao redor de si mesma, com dez centímetros de profundidade e cobrindo metade do salão.",18,2
55,"Depois de um tempo, escutou baixinho um som de passos e, apressadamente, secou os olhos úmidos para ver quem vinha. Era o",18,2
56,"Coelho Branco que voltava, vestido de um jeito esplêndido, com um par de luvas de pelica em uma das mãos e um grande abanador na outra. Com a maior pressa do mundo, resmungava: — Ai, a Duquesa! Ai, a Duquesa! Ela vai ficar uma fera por eu tê- la deixado esperando!",18,2
57,"Alice se desesperou a ponto de pedir ajuda para qualquer um.",18,2
58,"Então, quando o Coelho Branco se aproximou, lá foi ela, com uma voz e tímida: — Com licença, senhor…",18,2
59,"E o Coelho partiu descontrolado, deixando cair as luvas e o abanador, escapando para a escuridão o mais rápido que podia.",18,2
60,"Como o salão estava quentíssimo, Alice pegou as coisas do chão e ficou se abanando:",18,2
61,"— Poxa vida, poxa vida! Está tudo tão esquisito hoje! Ontem tudo correu normalmente. Será que fui trocada durante a noite?",19,2
62,"Deixe-me pensar… vejamos: será que eu era eu mesma quando acordei esta manhã? Estou quase achando que levantei da cama me sentindo um pouco diferente. Se eu não sou mais a mesma, a pergunta inevitável é: quem, neste mundo, eu sou? Esse é o enigma!",19,2
63,"Então, começou a pensar em todas as crianças da mesma idade que conhecia, para ver se tinha sido trocada por alguma delas. — A Ada com certeza eu não sou — ela disse. — Porque o cabelo dela é todo cacheado e o meu não tem cachos. E com certeza não posso ser a Mabel, porque eu sei várias coisas e ela não sabe quase nada! Além disso, ela é ela e eu sou eu. Minha nossa, que confusão!",19,2
64,"Vou me testar para ver se ainda sei de tudo o que sabia: quatro vezes cinco igual a doze. Quatro vezes seis igual a treze. Quatro vezes sete igual a… Caramba! Assim eu nunca vou chegar no vinte. Mas a tabuada não quer dizer que fui trocada, vamos tentar Geografia.",19,2
65,"Londres é a capital de Paris, Paris é a capital de Roma, e Roma…",19,2
66,"Minha nossa, está tudo errado! Devo ter virado a Mabel. Vou tentar",19,2
67,"recitar “O pequenino crocodilo”.",19,2
68,"Alice então cruzou as mãos sobre seu colo como se fosse uma professora e passou a repetir uma canção, mas sua voz estava rouca e estranha. As palavras não surgiam como deveriam. Ela recitou: — O pequenino crocodilo",19,2
69,"Da cauda no capricho",19,2
70,"Sacode as águas do Rio Nilo",19,2
71,"Com o seu reboliço.",19,2
72,"Cheinho de felicidade estica o gogó pra receber com amizade lindos peixes, ô dó!” — Tenho certeza de que a canção não é assim — a pobrezinha disse.",20,2
73,"Com os olhos lacrimejando, continuou o raciocínio: — Devo mesmo ter virado a Mabel e vou precisar morar naquela casinha acanhada, quase sem nenhum brinquedo e cheia de lição pra fazer! Não, eu já me decidi: se eu for mesmo a Mabel, fico aqui embaixo! Nem adianta enfiar a cabeça na toca para me chamar. Se me chamarem de volta, vou olhar para cima e perguntar: “Quem é que eu sou? Respondam isso primeiro e, se eu quiser ser a tal pessoa, subo. Senão, fico aqui até que eu me transforme em outra”.",20,2
74,"Minha nossa — disse Alice —, como eu queria que me chamassem!",20,2
75,"Já estou muito cansada de ficar sozinha!",20,2
76,"Ao dizer isso, notou com surpresa que havia calçado uma das luvas do Coelho Branco. “Como é que eu fiz isso?”, pensou Alice. “Devo estar diminuindo de volta.”",20,2
77,"Levantou-se e foi até a mesa para se medir. Alice tinha agora um pouco mais de meio metro e encolhia cada vez mais. Ela logo percebeu que o abanador a fazia diminuir e jogou-o no chão a tempo de evitar que encolhesse a ponto de desaparecer. — Essa foi por pouco! — ela disse, bem assustada com a mudança repentina, mas contente por ainda existir. — Vamos para o jardim!",20,2
78,"E correu o quanto podia até a portinha, mas caramba, estava trancada de novo, com a chavezinha dourada ainda sobre a mesa. “Estou pior do que nunca!”, pensou a coitada da criança. “Eu nunca estive tão pequenininha, nunca! E é horrível!”",21,2
79,"Seus pés escorregaram enquanto dizia essas palavras e tchibum!",21,2
80,"Em um segundo ela já estava coberta de água salgada até o queixo.",21,2
81,"Sua primeira impressão foi de que tinha caído no mar. “Nesse caso, posso voltar de trem”, refletiu.",21,2
82,"Alice foi à praia certa vez e concluiu que, em qualquer parte do",21,2
83,"litoral, você encontrará máquinas de banho , crianças cavando na areia, uma fileira de pousadas e, atrás disso tudo, uma estação de trem.",21,2
84,"Porém, logo entendeu que estava na piscina das lágrimas choradas por ela mesma quando media três metros. — Eu queria não ter chorado tanto! — ela disse, nadando em busca de alguma saída. — Agora acabarei afogada nas minhas próprias lágrimas. Será a coisa mais esquisita que já vi, em um dia em que já está tudo muito estranho!",21,2
85,"Foi então que ouviu algo se debater na piscina. Chegou mais perto para ver o que era. De início, pensou que fosse uma morsa ou um hipopótamo, mas então se recordou de como estava miúda e percebeu que era só um camundongo que também havia escorregado ali dentro, como ela. “Será que adianta falar com esse camundongo?”, pensou Alice. “É tudo tão fora do normal aqui embaixo que ele, muito provavelmente, também deve falar. Além disso, tentar não vai fazer mal nenhum.”",21,2
86,"Então, lá foi ela: — Ó Camundongo! Você por acaso sabe como sair desta piscina?",22,2
87,"Já me cansei de ficar nadando por aqui, viu, ó Camundongo!",22,2
88,"Alice achou que essa era a maneira correta de se dirigir a um camundongo. Nunca tinha feito isso antes, no entanto, recordava-se de ter visto na Gramática latina do irmão, “Um camundongo… de um camundongo… para um camundongo… um camundongo… ó camundongo!”.",22,2
89,"O Camundongo a olhou de modo inquisitivo e pareceu piscar um de seus olhinhos, mas não disse nada. “Talvez ele não entenda a minha língua” pensou Alice. “Ouso dizer que é um camundongo francês, companheiro de Guilherme, o",22,2
90,Conquistador.”,22,2
91,"É que, dado seu vasto conhecimento de História, Alice não tinha muita clareza sobre quão antigos eram os acontecimentos.",22,2
92,"Então, recomeçou o assunto. — Ou est ma chatte? — A frase, que significa “onde está minha gata?”, era a primeira do livro de francês de Alice.",22,2
93,"O Camundongo saltou com violência da água e parecia se tremer inteiro de pavor. — Perdoe-me, por favor! — suplicou Alice, com medo de ter ferido os sentimentos do animalzinho. — Esqueci que você não gosta de gatos. — Não gosto de gato! — guinchou o Camundongo, veemente. —",22,2
94,"Você gostaria de gatos se fosse eu?",22,2
95,"— Bem, talvez não — disse ela, em um tom calmo. — Não fique bravo por isso. Ah, eu adoraria lhe mostrar nossa gata, a Diná. Você passaria a ter carinho por gatos se ao menos pudesse vê-la. Ela é muito querida e tranquila.",23,2
96,"E continuou, meio para si mesma, enquanto se espreguiçava pela piscina. — Ela ronrona tão boazinha perto da lareira, lambendo as patas e limpando o focinho. É fofinha e ótima para fazer carinho. E ela é impossível caçando roedores… ai, perdoe-me, por favor! — suplicou novamente.",23,2
97,"Desta vez, o Camundongo estava todo arrepiado e Alice teve certeza de que tinha sido ofensiva. — Não falaremos mais dela se você não quiser — ela disse. — Não mesmo! — berrou o Camundongo.",23,2
98,"Tremia das orelhas à ponta do rabo. — Até parece que eu falaria de um assunto desses! Nossa família sempre odiou gatos, esses animais sórdidos, baixos, vulgares! Não me faça ouvir esse nome de novo! — E não vou mesmo! — ela disse, apressada para mudar de assunto. — Você… você gosta de… de… de cachorros?",23,2
99,"O Camundongo não respondeu, então Alice continuou, ansiosa: — Tem um cachorrinho tão lindo perto da nossa casa, eu adoraria lhe apresentar! Um pequeno terrier de olhos claros, sabe, com aquele pelo marrom bem enrolado! E ele busca as coisas que você arremessa. Depois, se senta implorando pelo jantar e tudo o mais… não consigo lembrar nem metade das coisas que ele é capaz de fazer… e ele pertence a um fazendeiro, sabe? O dono dele o acha",23,2
100,"muito útil, diz que vale pelo menos cem libras! E o dono diz que ele mata tudo quanto é rat… ai, poxa vida! — choramingou Alice. —",24,2
101,"Parece que o ofendi outra vez!",24,2
102,"O Camundongo fugiu dela com toda força, provocando ondas em toda a piscina enquanto nadava.",24,2
103,"Então Alice o chamou delicadamente. — Camundongo, meu querido! Volte aqui, não falaremos mais nem de gato nem de cachorro já que você não gosta deles!",24,2
104,"Ele ouviu, deu meia volta e flutuou lentamente em direção a",24,2
105,"Alice. — Vamos para a beirada, lá eu contarei minha história e você vai entender por que é que odeio gatos e cachorros — ele disse.",24,2
106,"Já era hora de ir, pois a piscina estava ficando congestionada com os pássaros e animais que tinham caído nela: havia um Pato e um Dodô, um Periquito Arco-Íris, uma Águia e mais um punhado de bichos interessantes. Alice abriu caminho e toda a patota emplumada a seguiu até a beirada.",24,2
107,"Alice conversava como se os conhecesse por toda a vida. Ela travou um debate realmente longo com o Periquito que, emburrado, disse apenas: — Eu sou mais velho que você e sei mais das coisas.",25,3
108,"Alice só aceitaria esse argumento se soubesse quantos anos ele tinha. Porém, como o Periquito se recusava a revelar a própria idade, a conversa acabou por aí.",25,3
109,"Finalmente, o Camundongo, que parecia a maior autoridade ali, declarou: — Sentem-se todos e me escutem! Eu deixarei todos secos!",25,3
110,"E todos se sentaram em um só instante, formando uma grande roda com o Camundongo no centro. Alice olhou fixamente para ele, pois tinha certeza de que pegaria um resfriado se não se secasse rápido. — Hum-hum! — pigarreou o Camundongo com ar importante. — Prontos? Essa é a coisa mais árida que eu conheço. Silêncio, se me permitem! “Guilherme, o Conquistador, cuja causa foi apoiada",25,3
111,"pelo papa, acabou rendido pelos ingleses, que queriam líderes e estavam muito acostumados à usurpação e à conquista. Eduíno e",26,3
112,"Morcar, condes de Mércia e Nortúmbria…” — Aff! — resmungou o Periquito, em um arrepio. — Perdão! — disse o Camundongo, franzindo a testa, mas de maneira bem cortês. — Disse algo? — Eu não! — cuspiu o Periquito. — Tive essa impressão — disse o Camundongo. —",26,3
113,"Prosseguindo: “Eduíno e Morcar, condes de Mércia e Nortúmbria, apoiaram-no; até Stigand, o mui-patriota arcebispo da Cantuária, achando isso aconselhável…”. — Achando o quê? — disse o Pato. — Achando isso — respondeu o Camundongo, irritado. — Você obviamente sabe a que se refere o “isso”. — Eu sei muito bem o que quer dizer “isso”, principalmente quando eu acho algo — disse o Pato. — Quase sempre é um sapo ou uma minhoca.",26,3
114,"A pergunta é, o arcebispo achou o quê?",26,3
115,"O Camundongo ignorou a pergunta e continuou desembestado. — “Achando isso aconselhável, foi, em conjunto com Edgar, o",26,3
116,"Atelingo, ter com Guilherme e oferecer a coroa. A princípio,",26,3
117,"Guilherme teve uma conduta moderada. Mas a insolência dos normandos…” como estamos agora, querida? — disse, virando-se para Alice. — Molhada do mesmo jeito — disse Alice, com tristeza. — Não estou me secando nem um pouco.",26,3
118,"— Neste caso — disse o Dodô, solene, pondo-se em pé —, indico o adiamento da presente reunião para que tomemos medidas mais enérgicas imediatamente… — Fala direito! — disse a Águia. — Eu não sei o significado de metade desses palavrões e digo mais: ninguém aqui sabe!",27,3
119,"A Águia baixou a cabeça para esconder a risada. Também foi possível escutar o riso de alguns pássaros. — Eu ia falar — disse o Dodô, ofendido — que a melhor solução para nos secarmos seria uma corrida em panelinha. — O que é corrida em panelinha? — perguntou Alice.",27,3
120,"Não que ela quisesse realmente saber, mas é que o Dodô pausou como se esperasse pela pergunta de alguém e ninguém ali parecia inclinado a dizer nada. — Ora — disse o Dodô —, a melhor maneira de explicar é fazendo. (Como você também pode querer arriscar fazer isso num dia de inverno, vou lhe contar como o Dodô conseguiu.)",27,3
121,"Primeiro, riscou uma pista de corrida mais ou menos na forma de um círculo. — O formato da coisa não importa — disse.",27,3
122,"Então, a patota se espalhou pelo percurso. Não teve “um, dois, três e já”, eles simplesmente corriam como queriam e paravam quando queriam. Logo, não era fácil saber quando a corrida chegaria ao seu fim. Após correr mais ou menos uma hora sem parar, todos já estavam bem secos. O Dodô então chamou a atenção do grupo.",27,3
123,"— Acabou a corrida!",28,3
124,"Todos se amontoaram ao redor dele, ofegantes, perguntando: — Quem ganhou?",28,3
125,"O Dodô só respondeu depois de pensar bastante, ficou sentado por um bom tempo pressionando a testa com um dedo (a mesma posição em que Shakespeare aparece nos retratos) enquanto todos esperavam em silêncio.",28,3
126,"Finalmente, o Dodô anunciou a decisão. — Todo mundo ganhou. E todo mundo vai ganhar um prêmio. — Mas quem vai dar os prêmios? — perguntou o coral de pássaros e animais. — Ué, ela, claro — disse o Dodô, com o dedo apontado para",28,3
127,Alice.,28,3
128,"A turma toda a rodeou em uma grande confusão: — Prêmios! Prêmios!",28,3
129,"Alice não tinha ideia do que fazer e, desesperada, tirou do bolso um pacote de jujubas (por sorte, protegido da água salgada) e o entregou como prêmio. Havia exatamente uma para cada corredor. — Mas ela também merece receber um prêmio — disse o",28,3
130,"Camundongo. — Com certeza — respondeu o Dodô, sério. — O que mais você tem no bolso? — Só um dedal — ela disse, triste. — Dê aqui — pediu o Dodô.",28,3
131,"Então, amontoaram-se ao redor de Alice mais uma vez, enquanto o Dodô solenemente a presenteou com o dedal, dizendo:",28,3
132,"— Suplicamos que você aceite este elegante dedal.",29,3
133,"Assim que terminou o curto discurso, todos vibraram.",29,3
134,"Alice achou aquilo bastante absurdo, mas eles pareciam levar tudo tão a sério que não ousou rir. Sem conseguir pensar em algo a dizer, ela simplesmente fez uma reverência e recebeu o dedal da maneira mais solene possível.",29,3
135,"Era hora de comer as jujubas: foi barulhento e bagunçado, já que o pássaros grandes reclamavam de não conseguir saboreá-las, e os passarinhos engasgaram e precisaram de tapinhas nas costas.",29,3
136,"Todavia, isso chegou ao fim e eles se sentaram em roda outra vez, implorando para que o Camundongo contasse algo mais. — Você me prometeu contar sua história, lembra? — ela disse. —",29,3
137,"E contar por que você odeia os G e os C… — acrescentou sussurrando, um pouco aflita para que ele não se ofendesse novamente. — É triste e comprido! — disse o Camundongo, virando-se para",29,3
138,"Alice e suspirando. — É comprido mesmo — falou, olhando espantada para o rabo do",29,3
139,"Camundongo. — Mas por que é triste?",29,3
140,"E continuou desconcertada enquanto o Camundongo falava, de maneira que a versão que entendeu da história era mais ou menos assim: — Furioso, disse o cão ao roedor que encontrou no corredor: — Agora é na Justiça! Vou processar você!",29,3
141,"Não tem vela nem choro, simbora lá pro",29,3
142,"Foro: desfrutar esta manhã de lazer já que eu ‘tô sem o que fazer.",30,3
143,"Perguntou o Camundongo preocupado: — Cadê meu advogado? Cadê o juiz e o júri? Já vi que não compensa. — O tribunal sou eu — o vira-lata respondeu. — Serei o juiz e o júri, e se você perder a desavença, morrer será sua sen ten ça. — Você não está prestando atenção! — disse o Camundongo para Alice, bem sério. — No que está pensando?",30,3
144,"— Desculpe-me — Alice respondeu, humildemente —, você já estava na quinta dobra do rabo, não é? — Não, suanó cega! — respondeu o Camundongo, sério e ríspido. — Um nó cego! — disse Alice.",31,3
145,"Sempre pronta para mostrar-se útil, olhando tudo à sua volta ansiosamente, arriscou: — Deixe-me ajudar a desatar! — Maluca — disse o Camundongo, levantando-se e indo embora. — Você me insulta dizendo essas bobagens! — Não era minha intenção — apelou a pobre Alice. — Mas você se ofende muito fácil, sabia?",31,3
146,"O Camundongo respondeu com um resmungo. — Por favor, volte e termine sua história! — ela pediu.",31,3
147,"Todos se juntaram, em coro: — Sim, por favor!",31,3
148,"Mas o Camundongo apenas balançou a cabeça, impaciente, e apressou o passo. — Que pena ele não ficar aqui! — suspirou o Periquito, assim que o Camundongo sumiu de vista.",31,3
149,"Uma velha Carangueja aproveitou a oportunidade para ensinar à filha: — É, querida… que isso lhe sirva de lição, para que você nunca perca a sua cabeça! — Fica quieta, mãe! — disse a jovem Carangueja. — Até uma ostra perde a paciência com você!",31,3
150,"— Eu queria que nossa Diná estivesse aqui, isso sim — Alice pensou alto. — Ela logo traria o Camundongo de volta! — E quem é Diná, se me permite a pergunta? — disse o",32,3
151,Periquito.,32,3
152,"Alice respondeu com entusiasmo, pois estava sempre disposta a contar sobre seu bicho de estimação: — Diná é a nossa gata. E ela é impossível caçando ratos! Ah, como eu queria que vocês pudessem vê-la correndo atrás dos passarinhos! Assim que ela vê um, já engole!",32,3
153,"Essa fala causou uma comoção entre todos. Alguns dos pássaros fugiram no mesmo instante: uma velha Gralha deu uma desculpa esfarrapada e saiu: — É hora de ir pra casa, o ar da noite não agrada minha garganta!",32,3
154,"Com a voz trêmula, um Canário chamou seus filhotes: — Vamos embora, meus pequenos! Vocês já deveriam estar na cama!",32,3
155,"Cada um inventou algum motivo para ir embora, deixando Alice sozinha. — Eu queria não ter mencionado a Diná! — disse para si mesma, melancólica. — Parece que ninguém gosta dela aqui embaixo. Eu tenho certeza de que ela é a melhor gata do mundo! Ai, Diná! Será que algum dia eu voltarei a ver você?",32,3
156,"E Alice começou a chorar novamente. Ela sentia-se muito sozinha e jururu. Um tempinho depois, ouviu um caminhar à distância. Ficou ali torcendo, apreensiva, para que fosse o",32,3
157,"Camundongo, para que ele tivesse mudado de opinião. Ela gostaria muito que ele retornasse para terminar a história.",33,3
158,"resmungar: — A Duquesa! A Duquesa! Ai, minhas patinhas queridas! Ai, meus pelos, meus bigodes! Ela vai me matar, certo como dez e dez são vinte. Onde será que eu poderia tê-los derrubado?",34,4
